设备型号,安装时间,厂家,损坏时间,设计寿命,损坏时的天气,安装地点,运维班,损坏性质
CPU板件,2018-04-04,南瑞继保,2023-12-05,6,冰雹,somewhere,维修班4,0
显示屏,2017-10-12,许继电气,2025-07-04,8,阴,somewhere,维修班4,0
电源DC220,2019-10-07,国电南自,2023-08-11,4,小雨,somewhere,维修班2,0
电源DC220,2011-07-21,南瑞科技,2015-04-01,4,小雨,somewhere,维修班1,保护装置故障
电源DC220,2020-04-26,许继电气,2025-01-14,5,小雨,somewhere,维修班2,0
显示屏,2010-11-24,南瑞继保,2016-09-12,6,大雨,somewhere,维修班4,电压互感器二次回路故障
显示屏,2014-04-18,南瑞继保,2024-03-15,10,大雨,somewhere,维修班2,0
电源DC220,2020-01-05,国电南自,2024-09-05,5,阴,somewhere,维修班3,0
显示屏,2013-08-31,国电南自,2024-03-23,11,大雨,somewhere,维修班3,0
CPU板件,2017-04-29,南瑞科技,2021-01-23,4,小雨,somewhere,维修班3,老化
显示屏,2011-11-06,国电南自,2021-03-03,10,晴,somewhere,维修班1,保护装置故障
显示屏,2012-05-27,国电南自,2021-08-28,10,阴,somewhere,维修班1,0
显示屏,2016-05-22,南瑞科技,2019-01-13,3,晴,somewhere,维修班2,老化
显示屏,2018-10-12,南瑞继保,2030-07-26,12,大雨,somewhere,维修班1,0
显示屏,2015-09-01,许继电气,2018-06-27,3,晴,somewhere,维修班2,保护装置故障
显示屏,2013-01-31,深圳南瑞,2025-10-26,13,大雨,somewhere,维修班2,0
电源DC220,2015-05-20,国电南自,2021-01-07,6,雷阵雨,somewhere,维修班4,电流互感器二次回路故障
电源DC220,2013-05-30,南瑞继保,2025-10-28,13,大雨,somewhere,维修班3,0
显示屏,2012-09-03,许继电气,2017-07-14,5,大雨,somewhere,维修班4,保护装置故障
CPU板件,2019-07-09,南瑞继保,2028-03-07,9,大雨,somewhere,维修班3,0
电源DC220,2010-10-23,深圳南瑞,2019-06-23,9,雷阵雨,somewhere,维修班3,保护装置故障
CPU板件,2016-11-09,南瑞继保,2027-03-23,11,大雨,somewhere,维修班2,0
电源DC220,2018-01-29,上海惠安,2032-11-12,15,雷阵雨,somewhere,维修班1,0
电源DC220,2011-12-27,深圳南瑞,2017-04-19,6,小雨,somewhere,维修班3,直流接地
电源DC220,2017-09-17,南瑞继保,2021-11-09,5,晴,somewhere,维修班3,0
CPU板件,2013-09-25,深圳南瑞,2021-06-09,8,阴,somewhere,维修班4,0
电源DC220,2010-08-13,深圳南瑞,2017-03-02,7,雷阵雨,somewhere,维修班2,继电器触点故障
电源DC220,2020-02-06,上海惠安,2027-10-07,8,小雨,somewhere,维修班1,0
CPU板件,2016-06-15,深圳南瑞,2022-01-26,6,冰雹,somewhere,维修班3,0
电源DC220,2017-01-27,南瑞科技,2029-11-03,13,冰雹,somewhere,维修班1,0
电源DC220,2018-04-11,南瑞科技,2028-12-25,11,大雨,somewhere,维修班4,0
显示屏,2016-09-20,国电南自,2025-06-25,9,冰雹,somewhere,维修班4,0
CPU板件,2013-04-24,南瑞科技,2026-11-25,14,小雨,somewhere,维修班3,0
显示屏,2017-09-22,南瑞继保,2031-06-11,14,冰雹,somewhere,维修班1,0
电源DC220,2014-02-17,国电南自,2017-12-30,4,阴,somewhere,维修班4,开关设备故障
显示屏,2012-09-26,南瑞科技,2019-05-25,7,晴,somewhere,维修班4,电压互感器二次回路故障
电源DC220,2011-05-15,许继电气,2017-03-15,6,冰雹,somewhere,维修班4,保护装置故障
显示屏,2014-06-21,上海惠安,2029-04-01,15,雷阵雨,somewhere,维修班4,0
CPU板件,2017-10-03,许继电气,2023-11-09,7,大雨,somewhere,维修班4,0
显示屏,2010-03-26,许继电气,2018-11-27,9,阴,somewhere,维修班1,电流互感器二次回路故障
显示屏,2012-11-13,南瑞科技,2017-07-24,5,冰雹,somewhere,维修班1,老化
CPU板件,2012-05-05,国电南自,2027-02-13,15,晴,somewhere,维修班2,0
电源DC220,2014-05-08,南瑞科技,2026-12-20,13,小雨,somewhere,维修班4,0
显示屏,2020-06-18,国电南自,2027-04-28,7,阴,somewhere,维修班2,0
CPU板件,2012-01-10,深圳南瑞,2015-09-06,4,雷阵雨,somewhere,维修班4,电压互感器二次回路故障
CPU板件,2011-11-17,上海惠安,2025-08-21,14,雷阵雨,somewhere,维修班3,0
显示屏,2011-06-12,许继电气,2018-03-27,7,大雨,somewhere,维修班3,保护装置故障
显示屏,2014-06-03,南瑞科技,2018-04-08,4,大雨,somewhere,维修班1,直流接地
CPU板件,2019-11-04,深圳南瑞,2022-09-10,3,雷阵雨,somewhere,维修班3,0
电源DC220,2010-08-05,上海惠安,2025-05-19,15,阴,somewhere,维修班1,0
CPU板件,2016-07-03,南瑞继保,2028-04-23,12,冰雹,somewhere,维修班1,0
CPU板件,2017-07-14,国电南自,2026-02-16,9,冰雹,somewhere,维修班3,0
CPU板件,2020-12-23,国电南自,2032-09-08,12,晴,somewhere,维修班1,0
CPU板件,2016-06-08,南瑞继保,2029-02-21,13,阴,somewhere,维修班3,0
CPU板件,2018-05-12,许继电气,2024-12-06,7,晴,somewhere,维修班2,0
CPU板件,2014-08-17,南瑞继保,2025-05-03,11,阴,somewhere,维修班3,0
显示屏,2017-12-03,上海惠安,2028-06-13,12,冰雹,somewhere,维修班2,0
CPU板件,2016-07-10,国电南自,2021-04-20,5,大雨,somewhere,维修班4,直流接地
CPU板件,2018-07-08,南瑞继保,2033-05-03,15,大雨,somewhere,维修班4,0
CPU板件,2016-10-27,国电南自,2020-06-24,4,晴,somewhere,维修班4,开关设备故障
电源DC220,2020-03-06,南瑞科技,2033-12-14,14,晴,somewhere,维修班2,0
CPU板件,2017-09-21,许继电气,2028-07-03,11,晴,somewhere,维修班4,0
CPU板件,2010-07-02,深圳南瑞,2019-04-29,9,小雨,somewhere,维修班2,开关设备故障
CPU板件,2012-02-16,许继电气,2023-11-25,12,大雨,somewhere,维修班3,0
显示屏,2018-04-19,国电南自,2029-01-11,11,晴,somewhere,维修班4,0
CPU板件,2017-10-01,深圳南瑞,2024-07-11,7,小雨,somewhere,维修班1,0
CPU板件,2014-02-10,国电南自,2025-11-05,12,小雨,somewhere,维修班2,0
电源DC220,2010-01-31,深圳南瑞,2017-08-27,8,冰雹,somewhere,维修班1,电流互感器二次回路故障
CPU板件,2013-03-17,许继电气,2015-12-10,3,阴,somewhere,维修班1,电流互感器二次回路故障
显示屏,2015-05-18,南瑞继保,2024-03-23,9,雷阵雨,somewhere,维修班2,0
电源DC220,2017-04-30,许继电气,2030-11-16,14,阴,somewhere,维修班3,0
显示屏,2015-06-03,许继电气,2021-10-27,7,冰雹,somewhere,维修班2,0
CPU板件,2010-01-21,上海惠安,2018-10-17,9,大雨,somewhere,维修班3,电压互感器二次回路故障
CPU板件,2010-01-06,深圳南瑞,2023-11-12,14,大雨,somewhere,维修班1,0
CPU板件,2017-11-13,许继电气,2032-04-03,15,晴,somewhere,维修班1,0
电源DC220,2012-03-14,南瑞科技,2025-12-21,14,冰雹,somewhere,维修班4,0
CPU板件,2010-09-17,上海惠安,2017-07-31,7,小雨,somewhere,维修班2,直流接地
显示屏,2017-04-25,上海惠安,2026-03-17,9,冰雹,somewhere,维修班4,0
显示屏,2010-10-25,南瑞科技,2017-07-21,7,阴,somewhere,维修班1,电流互感器二次回路故障
显示屏,2013-04-21,深圳南瑞,2022-07-10,10,冰雹,somewhere,维修班4,0
CPU板件,2016-10-28,南瑞科技,2030-05-05,14,冰雹,somewhere,维修班3,0
CPU板件,2017-11-13,南瑞继保,2027-06-09,10,雷阵雨,somewhere,维修班3,0
电源DC220,2016-10-08,深圳南瑞,2023-06-21,7,晴,somewhere,维修班1,0
CPU板件,2012-07-30,深圳南瑞,2020-06-07,8,晴,somewhere,维修班2,电流互感器二次回路故障
CPU板件,2010-01-21,南瑞继保,2014-10-02,5,小雨,somewhere,维修班4,电流互感器二次回路故障
显示屏,2016-04-21,南瑞继保,2024-02-03,8,冰雹,somewhere,维修班3,0
CPU板件,2011-09-04,国电南自,2021-05-04,10,雷阵雨,somewhere,维修班3,继电器触点故障
CPU板件,2014-02-13,南瑞继保,2025-12-19,12,晴,somewhere,维修班2,0
电源DC220,2013-09-28,南瑞继保,2023-06-15,10,大雨,somewhere,维修班4,0
显示屏,2012-02-24,南瑞继保,2016-06-03,5,小雨,somewhere,维修班2,电流互感器二次回路故障
电源DC220,2015-01-02,深圳南瑞,2028-08-21,14,小雨,somewhere,维修班4,0
CPU板件,2013-05-13,深圳南瑞,2026-12-25,14,阴,somewhere,维修班1,0
显示屏,2016-12-18,国电南自,2028-10-20,12,雷阵雨,somewhere,维修班4,0
CPU板件,2015-05-20,国电南自,2025-02-16,10,小雨,somewhere,维修班4,0
显示屏,2020-06-19,南瑞继保,2033-04-18,13,小雨,somewhere,维修班4,0
CPU板件,2014-04-09,国电南自,2021-12-05,8,小雨,somewhere,维修班1,0
显示屏,2015-02-28,国电南自,2029-10-27,15,小雨,somewhere,维修班4,0
显示屏,2015-01-08,许继电气,2026-10-23,12,冰雹,somewhere,维修班3,0
电源DC220,2014-07-04,南瑞继保,2021-05-03,7,小雨,somewhere,维修班1,电压互感器二次回路故障
显示屏,2019-05-25,南瑞科技,2021-10-23,3,小雨,somewhere,维修班1,0
显示屏,2019-08-01,许继电气,2023-05-23,4,阴,somewhere,维修班4,0
CPU板件,2010-09-12,深圳南瑞,2018-06-01,8,大雨,somewhere,维修班4,保护装置故障
电源DC220,2010-07-17,国电南自,2022-03-31,12,晴,somewhere,维修班4,0
CPU板件,2014-11-13,国电南自,2021-08-01,7,晴,somewhere,维修班2,0
显示屏,2014-02-04,上海惠安,2028-12-06,15,晴,somewhere,维修班3,0
CPU板件,2018-01-02,南瑞科技,2028-10-04,11,冰雹,somewhere,维修班3,0
电源DC220,2015-04-17,上海惠安,2021-01-17,6,小雨,somewhere,维修班2,开关设备故障
CPU板件,2020-02-08,南瑞继保,2026-12-14,7,大雨,somewhere,维修班1,0
电源DC220,2015-12-12,南瑞科技,2018-08-15,3,雷阵雨,somewhere,维修班4,开关设备故障
电源DC220,2019-03-01,许继电气,2033-11-14,15,雷阵雨,somewhere,维修班4,0
CPU板件,2016-04-12,深圳南瑞,2030-01-22,14,晴,somewhere,维修班4,0
电源DC220,2018-04-26,南瑞科技,2029-02-02,11,雷阵雨,somewhere,维修班2,0
电源DC220,2017-04-27,深圳南瑞,2026-11-25,10,雷阵雨,somewhere,维修班3,0
显示屏,2019-05-17,上海惠安,2025-02-13,6,大雨,somewhere,维修班3,0
CPU板件,2014-11-23,南瑞继保,2026-08-26,12,冰雹,somewhere,维修班3,0
电源DC220,2010-01-29,南瑞科技,2013-11-13,4,雷阵雨,somewhere,维修班2,电压互感器二次回路故障
电源DC220,2012-11-18,南瑞继保,2019-04-27,7,冰雹,somewhere,维修班3,直流接地
电源DC220,2019-10-03,深圳南瑞,2023-06-11,4,阴,somewhere,维修班1,0
CPU板件,2010-07-18,南瑞继保,2018-12-23,9,小雨,somewhere,维修班2,继电器触点故障
电源DC220,2018-05-24,深圳南瑞,2027-02-18,9,冰雹,somewhere,维修班4,0
显示屏,2015-06-05,南瑞继保,2026-03-16,11,晴,somewhere,维修班2,0
显示屏,2018-09-06,南瑞科技,2033-05-05,15,阴,somewhere,维修班4,0
显示屏,2015-04-22,国电南自,2022-02-23,7,小雨,somewhere,维修班3,0
显示屏,2010-07-17,国电南自,2021-01-07,11,大雨,somewhere,维修班2,开关设备故障
显示屏,2011-06-22,上海惠安,2024-04-18,13,晴,somewhere,维修班1,0
显示屏,2015-01-10,深圳南瑞,2023-08-12,9,雷阵雨,somewhere,维修班3,0
显示屏,2010-09-30,上海惠安,2025-06-24,15,小雨,somewhere,维修班1,0
CPU板件,2013-04-07,南瑞继保,2019-01-25,6,大雨,somewhere,维修班1,继电器触点故障
显示屏,2013-12-29,深圳南瑞,2017-09-04,4,雷阵雨,somewhere,维修班2,保护装置故障
CPU板件,2014-01-27,国电南自,2028-08-30,15,阴,somewhere,维修班2,0
CPU板件,2013-06-10,上海惠安,2019-03-27,6,大雨,somewhere,维修班3,电压互感器二次回路故障
电源DC220,2014-03-16,上海惠安,2026-10-24,13,小雨,somewhere,维修班1,0
显示屏,2013-04-28,许继电气,2020-02-19,7,大雨,somewhere,维修班4,继电器触点故障
显示屏,2017-05-06,国电南自,2020-01-17,3,冰雹,somewhere,维修班4,继电器触点故障
CPU板件,2018-06-12,南瑞科技,2026-01-19,8,冰雹,somewhere,维修班4,0
显示屏,2012-07-16,国电南自,2017-03-28,5,晴,somewhere,维修班3,直流接地
CPU板件,2013-10-18,南瑞继保,2019-08-28,6,阴,somewhere,维修班2,保护装置故障
电源DC220,2015-04-17,上海惠安,2020-01-15,5,小雨,somewhere,维修班4,继电器触点故障
电源DC220,2015-05-26,南瑞科技,2020-11-02,6,晴,somewhere,维修班2,老化
显示屏,2015-11-16,南瑞科技,2018-06-06,3,阴,somewhere,维修班2,保护装置故障
电源DC220,2015-01-30,国电南自,2022-11-03,8,大雨,somewhere,维修班1,0
电源DC220,2019-05-05,上海惠安,2022-03-30,3,晴,somewhere,维修班3,0
显示屏,2017-01-20,国电南自,2024-11-06,8,大雨,somewhere,维修班3,0
电源DC220,2012-12-12,许继电气,2022-08-01,10,晴,somewhere,维修班3,0
电源DC220,2016-01-10,国电南自,2022-11-02,7,冰雹,somewhere,维修班4,0
电源DC220,2018-10-10,南瑞科技,2031-12-08,14,冰雹,somewhere,维修班1,0
CPU板件,2012-06-30,国电南自,2016-11-24,5,冰雹,somewhere,维修班2,电流互感器二次回路故障
CPU板件,2012-06-03,上海惠安,2019-04-16,7,晴,somewhere,维修班3,直流接地
显示屏,2014-10-26,许继电气,2026-08-06,12,雷阵雨,somewhere,维修班4,0
电源DC220,2018-06-04,上海惠安,2033-04-10,15,晴,somewhere,维修班2,0
电源DC220,2020-01-25,南瑞科技,2025-11-22,6,大雨,somewhere,维修班1,0
显示屏,2013-11-24,深圳南瑞,2028-08-27,15,晴,somewhere,维修班4,0
电源DC220,2017-04-23,许继电气,2031-12-18,15,小雨,somewhere,维修班3,0
显示屏,2011-05-01,国电南自,2019-01-28,8,晴,somewhere,维修班4,直流接地
显示屏,2013-11-03,上海惠安,2016-06-26,3,冰雹,somewhere,维修班1,开关设备故障
电源DC220,2015-01-20,国电南自,2027-11-20,13,冰雹,somewhere,维修班4,0
显示屏,2020-07-24,国电南自,2029-05-01,9,晴,somewhere,维修班4,0
显示屏,2014-02-09,南瑞科技,2018-10-31,5,小雨,somewhere,维修班2,老化
电源DC220,2019-01-30,许继电气,2024-11-03,6,晴,somewhere,维修班4,0
CPU板件,2012-04-24,南瑞科技,2026-12-04,15,阴,somewhere,维修班2,0
电源DC220,2012-08-02,许继电气,2020-03-23,8,雷阵雨,somewhere,维修班4,老化
CPU板件,2020-03-07,上海惠安,2025-01-25,5,雷阵雨,somewhere,维修班1,0
电源DC220,2017-06-08,许继电气,2026-03-02,9,小雨,somewhere,维修班4,0
显示屏,2010-10-04,南瑞继保,2023-08-10,13,阴,somewhere,维修班3,0
CPU板件,2020-12-12,南瑞科技,2034-10-27,14,雷阵雨,somewhere,维修班3,0
电源DC220,2018-12-31,南瑞继保,2023-12-06,6,阴,somewhere,维修班3,0
电源DC220,2017-05-16,深圳南瑞,2020-10-09,4,冰雹,somewhere,维修班3,开关设备故障
电源DC220,2020-05-22,南瑞继保,2030-01-02,10,晴,somewhere,维修班3,0
CPU板件,2015-05-31,南瑞科技,2027-02-12,12,雷阵雨,somewhere,维修班2,0
CPU板件,2017-08-21,深圳南瑞,2028-02-16,11,大雨,somewhere,维修班4,0
显示屏,2015-12-30,深圳南瑞,2030-05-03,15,大雨,somewhere,维修班3,0
电源DC220,2014-01-16,南瑞继保,2020-09-14,7,冰雹,somewhere,维修班3,电流互感器二次回路故障
显示屏,2018-04-23,上海惠安,2025-02-25,7,阴,somewhere,维修班4,0
电源DC220,2012-07-12,南瑞继保,2015-05-06,3,大雨,somewhere,维修班3,老化
电源DC220,2018-09-11,南瑞科技,2024-05-25,6,阴,somewhere,维修班4,0
显示屏,2017-05-16,上海惠安,2028-02-28,11,冰雹,somewhere,维修班2,0
显示屏,2017-04-24,许继电气,2029-02-07,12,小雨,somewhere,维修班4,0
电源DC220,2015-01-20,许继电气,2025-11-07,11,雷阵雨,somewhere,维修班3,0
显示屏,2016-09-15,南瑞继保,2025-05-27,9,雷阵雨,somewhere,维修班2,0
电源DC220,2017-05-14,南瑞继保,2032-01-25,15,大雨,somewhere,维修班1,0
CPU板件,2020-01-05,南瑞继保,2029-11-06,10,晴,somewhere,维修班1,0
电源DC220,2018-07-22,深圳南瑞,2023-06-02,5,小雨,somewhere,维修班3,0
显示屏,2019-08-08,国电南自,2022-04-12,3,晴,somewhere,维修班4,0
电源DC220,2015-10-06,南瑞科技,2024-08-18,9,雷阵雨,somewhere,维修班1,0
电源DC220,2011-10-28,南瑞科技,2014-07-09,3,阴,somewhere,维修班1,老化
显示屏,2020-09-24,南瑞科技,2031-04-15,11,冰雹,somewhere,维修班4,0
电源DC220,2018-01-18,深圳南瑞,2025-10-07,8,大雨,somewhere,维修班3,0
显示屏,2010-09-11,上海惠安,2019-06-12,9,阴,somewhere,维修班1,电流互感器二次回路故障
CPU板件,2010-04-01,国电南自,2012-03-01,3,雷阵雨,somewhere,维修班2,继电器触点故障
电源DC220,2013-11-02,许继电气,2023-08-17,10,大雨,somewhere,维修班4,0
CPU板件,2011-03-12,许继电气,2022-10-17,12,阴,somewhere,维修班2,0
显示屏,2018-04-23,南瑞继保,2024-10-28,7,阴,somewhere,维修班3,0
电源DC220,2014-08-01,南瑞继保,2027-04-24,13,冰雹,somewhere,维修班1,0
显示屏,2012-11-03,许继电气,2020-08-13,8,大雨,somewhere,维修班2,电流互感器二次回路故障
CPU板件,2012-01-22,南瑞继保,2022-07-30,11,大雨,somewhere,维修班4,0
CPU板件,2019-12-06,上海惠安,2034-09-28,15,阴,somewhere,维修班1,0
CPU板件,2010-05-05,上海惠安,2013-09-26,4,大雨,somewhere,维修班3,开关设备故障
电源DC220,2012-08-30,深圳南瑞,2020-06-29,8,大雨,somewhere,维修班4,开关设备故障
电源DC220,2010-10-09,许继电气,2014-05-02,4,小雨,somewhere,维修班4,直流接地
显示屏,2017-02-18,南瑞继保,2024-10-17,8,雷阵雨,somewhere,维修班3,0
CPU板件,2019-10-04,上海惠安,2034-08-25,15,晴,somewhere,维修班3,0
CPU板件,2011-03-31,深圳南瑞,2019-11-13,9,晴,somewhere,维修班1,电压互感器二次回路故障
CPU板件,2018-09-21,许继电气,2030-08-15,12,阴,somewhere,维修班3,0
显示屏,2012-07-08,南瑞科技,2021-06-25,10,大雨,somewhere,维修班1,0
显示屏,2015-10-07,深圳南瑞,2025-07-16,10,阴,somewhere,维修班4,0
显示屏,2014-12-30,国电南自,2020-10-15,6,晴,somewhere,维修班1,电压互感器二次回路故障
电源DC220,2017-09-22,上海惠安,2029-05-09,12,晴,somewhere,维修班4,0
CPU板件,2010-04-27,许继电气,2016-10-21,7,雷阵雨,somewhere,维修班4,保护装置故障
电源DC220,2018-10-10,国电南自,2031-07-01,13,雷阵雨,somewhere,维修班2,0
显示屏,2010-06-22,南瑞科技,2022-04-21,12,雷阵雨,somewhere,维修班2,0
CPU板件,2016-06-18,许继电气,2022-03-31,6,雷阵雨,somewhere,维修班1,0
CPU板件,2012-12-25,上海惠安,2027-07-20,15,晴,somewhere,维修班4,0
电源DC220,2015-06-01,许继电气,2023-01-14,8,雷阵雨,somewhere,维修班4,0
电源DC220,2019-11-26,许继电气,2027-07-14,8,小雨,somewhere,维修班3,0
CPU板件,2011-12-25,上海惠安,2025-10-29,14,阴,somewhere,维修班1,0
显示屏,2014-02-26,许继电气,2018-06-19,5,晴,somewhere,维修班4,老化
显示屏,2012-03-03,深圳南瑞,2021-11-23,10,小雨,somewhere,维修班1,0
显示屏,2015-09-15,许继电气,2029-05-14,14,冰雹,somewhere,维修班2,0
显示屏,2019-07-26,许继电气,2031-05-06,12,阴,somewhere,维修班1,0
CPU板件,2016-05-03,上海惠安,2031-02-13,15,冰雹,somewhere,维修班2,0
CPU板件,2017-07-12,上海惠安,2028-05-28,11,冰雹,somewhere,维修班2,0
显示屏,2019-10-20,深圳南瑞,2029-08-17,10,阴,somewhere,维修班2,0
电源DC220,2013-01-28,南瑞科技,2024-11-17,12,阴,somewhere,维修班2,0
电源DC220,2018-05-04,上海惠安,2032-03-09,14,阴,somewhere,维修班3,0
CPU板件,2015-07-27,国电南自,2017-09-10,3,冰雹,somewhere,维修班1,开关设备故障
电源DC220,2017-09-01,国电南自,2020-06-25,3,雷阵雨,somewhere,维修班1,老化
显示屏,2014-03-18,南瑞科技,2024-09-03,11,雷阵雨,somewhere,维修班1,0
显示屏,2020-02-14,南瑞继保,2032-11-15,13,冰雹,somewhere,维修班2,0
CPU板件,2014-07-23,许继电气,2025-04-16,11,小雨,somewhere,维修班3,0
显示屏,2013-11-09,南瑞继保,2019-05-08,6,晴,somewhere,维修班1,直流接地
电源DC220,2017-07-15,上海惠安,2032-05-05,15,晴,somewhere,维修班2,0
CPU板件,2013-03-11,南瑞科技,2027-12-18,15,晴,somewhere,维修班4,0
显示屏,2020-03-28,南瑞继保,2026-01-30,6,雷阵雨,somewhere,维修班3,0
